key,name,fdc_id,data_type,nutrient,local_value,usda_value,unit,delta_pct,flags
"jowar-flour","Jowar Flour (Sorghum Flour)","","","calories","329","","","","missing_usda"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","saturatedFat","0.9","","","","missing_usda"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","transFat","0","","","","missing_usda"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","cholesterol","0","","","","missing_usda"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","sodium","6","0","mg","-100","large_delta"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","sugars","2.5","","","","missing_usda"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","addedSugars","0","","","","missing_usda"
"jowar-flour","Jowar Flour (Sorghum Flour)","","","vitaminD","0","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","calories","371","102","kcal","-72.50673854447439","large_delta"
"amaranth-grain","Amaranth Grain","","","totalFat","7","1.58","g","-77.42857142857143","large_delta"
"amaranth-grain","Amaranth Grain","","","saturatedFat","1.5","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","transFat","0","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","cholesterol","0","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","totalCarbs","65","18.69","g","-71.24615384615385","large_delta"
"amaranth-grain","Amaranth Grain","","","sugars","1.7","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","addedSugars","0","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","protein","13.6","3.8","g","-72.05882352941177","large_delta"
"amaranth-grain","Amaranth Grain","","","vitaminD","0","","","","missing_usda"
"amaranth-grain","Amaranth Grain","","","calcium","159","47","mg","-70.44025157232704","large_delta"
"amaranth-grain","Amaranth Grain","","","iron","7.6","2.1","mg","-72.36842105263158","large_delta"
"amaranth-grain","Amaranth Grain","","","potassium","508","135","mg","-73.4251968503937","large_delta"
"quinoa","Quinoa","","","calories","368","","","","missing_usda"
"quinoa","Quinoa","","","saturatedFat","0.7","","","","missing_usda"
"quinoa","Quinoa","","","transFat","0","","","","missing_usda"
"quinoa","Quinoa","","","cholesterol","0","","","","missing_usda"
"quinoa","Quinoa","","","sugars","4.6","","","","missing_usda"
"quinoa","Quinoa","","","addedSugars","0","","","","missing_usda"
"quinoa","Quinoa","","","vitaminD","0","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","calories","335","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","saturatedFat","0.7","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","transFat","0","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","cholesterol","0","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","sodium","11","0","mg","-100","large_delta"
"buckwheat-flour","Buckwheat Flour","","","sugars","2.6","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","addedSugars","0","","","","missing_usda"
"buckwheat-flour","Buckwheat Flour","","","vitaminD","0","","","","missing_usda"
"oats-rolled","Rolled Oats","","","calories","389","","","","missing_usda"
"oats-rolled","Rolled Oats","","","saturatedFat","1.2","","","","missing_usda"
"oats-rolled","Rolled Oats","","","transFat","0","","","","missing_usda"
"oats-rolled","Rolled Oats","","","cholesterol","0","","","","missing_usda"
"oats-rolled","Rolled Oats","","","fiber","10.6","","","","missing_usda"
"oats-rolled","Rolled Oats","","","sugars","1","","","","missing_usda"
"oats-rolled","Rolled Oats","","","addedSugars","0","","","","missing_usda"
"oats-rolled","Rolled Oats","","","vitaminD","0","","","","missing_usda"
"chia-seeds","Chia Seeds","","","calories","486","","","","missing_usda"
"chia-seeds","Chia Seeds","","","saturatedFat","3.3","","","","missing_usda"
"chia-seeds","Chia Seeds","","","transFat","0","","","","missing_usda"
"chia-seeds","Chia Seeds","","","cholesterol","0","","","","missing_usda"
"chia-seeds","Chia Seeds","","","sodium","16","0","mg","-100","large_delta"
"chia-seeds","Chia Seeds","","","fiber","34","","","","missing_usda"
"chia-seeds","Chia Seeds","","","sugars","0","","","","missing_usda"
"chia-seeds","Chia Seeds","","","addedSugars","0","","","","missing_usda"
"chia-seeds","Chia Seeds","","","vitaminD","0","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","calories","534","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","saturatedFat","3.7","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","transFat","0","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","cholesterol","0","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","sodium","30","0","mg","-100","large_delta"
"flax-seeds","Flax Seeds (Linseed)","","","fiber","27","5.079","g","-81.18888888888888","large_delta"
"flax-seeds","Flax Seeds (Linseed)","","","sugars","1.6","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","addedSugars","0","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","vitaminD","0","","","","missing_usda"
"flax-seeds","Flax Seeds (Linseed)","","","calcium","255","37.38","mg","-85.34117647058824","large_delta"
"hemp-seeds","Hemp Seeds (Hemp Hearts)","","","totalCarbs","4.7","8.67","g","84.46808510638297","large_delta"
"hemp-seeds","Hemp Seeds (Hemp Hearts)","","","sugars","1.5","","","","missing_usda"
"hemp-seeds","Hemp Seeds (Hemp Hearts)","","","addedSugars","0","","","","missing_usda"
"hemp-seeds","Hemp Seeds (Hemp Hearts)","","","vitaminD","0","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","calories","559","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","saturatedFat","8.5","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","transFat","0","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","cholesterol","0","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","sodium","7","0","mg","-100","large_delta"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","sugars","1.4","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","addedSugars","0","","","","missing_usda"
"pumpkin-seeds","Pumpkin Seeds (Pepitas)","","","vitaminD","0","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","calories","584","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","saturatedFat","4.5","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","transFat","0","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","cholesterol","0","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","sodium","9","0","mg","-100","large_delta"
"sunflower-seeds","Sunflower Seeds","","","sugars","2.6","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","addedSugars","0","","","","missing_usda"
"sunflower-seeds","Sunflower Seeds","","","vitaminD","0","","","","missing_usda"
"sesame-seeds","Sesame Seeds","","","transFat","0","","","","missing_usda"
"sesame-seeds","Sesame Seeds","","","sugars","0.3","","","","missing_usda"
"sesame-seeds","Sesame Seeds","","","addedSugars","0","","","","missing_usda"
"watermelon-seeds","Watermelon Seeds","","","transFat","0","","","","missing_usda"
"watermelon-seeds","Watermelon Seeds","","","fiber","4","","","","missing_usda"
"watermelon-seeds","Watermelon Seeds","","","sugars","2","","","","missing_usda"
"watermelon-seeds","Watermelon Seeds","","","addedSugars","0","","","","missing_usda"
"poppy-seeds","Poppy Seeds","","","sugars","2.9","","","","missing_usda"
"poppy-seeds","Poppy Seeds","","","addedSugars","0","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","calories","345","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","totalFat","22","40.03","g","81.95454545454545","large_delta"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","saturatedFat","1.5","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","transFat","0","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","cholesterol","0","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","sodium","88","0","mg","-100","large_delta"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","fiber","40","5.079","g","-87.3025","large_delta"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","sugars","2","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","addedSugars","0","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","protein","16","29.9079","g","86.92437500000001","large_delta"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","vitaminD","0","","","","missing_usda"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","calcium","1859","37.38","mg","-97.98924152770306","large_delta"
"nigella-seeds","Nigella Seeds (Black Cumin)","","","iron","105","8.363","mg","-92.03523809523809","large_delta"
"lotus-seeds","Lotus Seeds","","","transFat","0","","","","missing_usda"
"lotus-seeds","Lotus Seeds","","","sodium","1","5","mg","400","large_delta"
"lotus-seeds","Lotus Seeds","","","fiber","5","","","","missing_usda"
"lotus-seeds","Lotus Seeds","","","sugars","0","","","","missing_usda"
"lotus-seeds","Lotus Seeds","","","addedSugars","0","","","","missing_usda"
"lotus-seeds","Lotus Seeds","","","calcium","44","163","mg","270.45454545454544","large_delta"
"lotus-seeds","Lotus Seeds","","","iron","1.6","3.53","mg","120.62499999999999","large_delta"
"lotus-seeds","Lotus Seeds","","","potassium","367","1368","mg","272.75204359673023","large_delta"
"perilla-seeds","Perilla Seeds","","","calories","537","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","saturatedFat","6.2","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","transFat","0","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","cholesterol","0","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","sodium","1","0","mg","-100","large_delta"
"perilla-seeds","Perilla Seeds","","","sugars","1.2","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","addedSugars","0","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","vitaminD","0","","","","missing_usda"
"perilla-seeds","Perilla Seeds","","","calcium","230","37.38","mg","-83.74782608695652","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","calories","442","23","kcal","-94.79638009049773","large_delta|calorie_drop"
"basil-seeds","Basil Seeds (Sabja)","","","totalFat","25","0.64","g","-97.44","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","saturatedFat","7","0.041","g","-99.41428571428571","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","sodium","30","4","mg","-86.66666666666667","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","totalCarbs","42","2.65","g","-93.69047619047619","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","fiber","22","1.6","g","-92.72727272727272","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","sugars","1.8","","","","missing_usda"
"basil-seeds","Basil Seeds (Sabja)","","","addedSugars","0","","","","missing_usda"
"basil-seeds","Basil Seeds (Sabja)","","","protein","14","3.15","g","-77.5","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","calcium","2113","177","mg","-91.62328442972077","large_delta"
"basil-seeds","Basil Seeds (Sabja)","","","iron","15.8","3.17","mg","-79.9367088607595","large_delta"
"quinoa-seeds","Quinoa Seeds","","","calories","368","","","","missing_usda"
"quinoa-seeds","Quinoa Seeds","","","saturatedFat","0.7","","","","missing_usda"
"quinoa-seeds","Quinoa Seeds","","","transFat","0","","","","missing_usda"
"quinoa-seeds","Quinoa Seeds","","","cholesterol","0","","","","missing_usda"
"quinoa-seeds","Quinoa Seeds","","","sugars","4.6","","","","missing_usda"
"quinoa-seeds","Quinoa Seeds","","","addedSugars","0","","","","missing_usda"
"quinoa-seeds","Quinoa Seeds","","","vitaminD","0","","","","missing_usda"
"caraway-seeds","Caraway Seeds","","","transFat","0","","","","missing_usda"
"caraway-seeds","Caraway Seeds","","","sugars","0.6","","","","missing_usda"
"caraway-seeds","Caraway Seeds","","","addedSugars","0","","","","missing_usda"
"fennel-seeds","Fennel Seeds","","","calories","345","","","","missing_usda"
"fennel-seeds","Fennel Seeds","","","totalFat","15","0.14","g","-99.06666666666666","large_delta"
"fennel-seeds","Fennel Seeds","","","saturatedFat","0.5","","","","missing_usda"
"fennel-seeds","Fennel Seeds","","","transFat","0","","","","missing_usda"
"fennel-seeds","Fennel Seeds","","","cholesterol","0","","","","missing_usda"
"fennel-seeds","Fennel Seeds","","","totalCarbs","52","5.486225","g","-89.44956730769232","large_delta"
